order_id,customer_id,employee_id,product_id,quantity,amount
4821,2033,1018,3018,9,40246
4822,2102,1018,3041,2,10954
4823,2131,1097,3008,6,48855
4824,2274,1076,3044,6,9775
4825,2084,1025,3009,7,34172
4826,2095,1015,3028,10,33157
4827,2093,1062,3022,7,49277
4828,2110,1035,3031,10,19229
4829,2175,1077,3019,4,7764
4830,2083,1072,3010,5,20132
4831,2112,1045,3006,1,6219
4832,2061,1055,3048,8,26647
4833,2207,1099,3004,3,49973
4834,2116,1038,3003,10,39807
4835,2075,1028,3004,6,3918
4836,2008,1005,3047,8,14058
4837,2296,1017,3027,8,1463
4838,2185,1094,3017,3,23512
4839,2108,1031,3002,8,49726
4840,2227,1070,3031,1,45893
4841,2276,1025,3045,8,16357
4842,2171,1062,3050,8,33008
4843,2027,1090,3046,8,11502
4844,2050,1035,3014,9,28174
4845,2193,1040,3030,8,36137
4846,2078,1089,3032,9,7995
4847,2049,1041,3050,3,49302
4848,2082,1074,3022,6,42278
4849,2007,1047,3005,4,19430
4850,2224,1049,3029,1,36752
4851,2144,1092,3021,8,10017
4852,2239,1095,3049,5,7070
4853,2251,1024,3023,1,9627
4854,2248,1075,3046,9,28586
4855,2034,1047,3041,10,24975
4856,2130,1026,3008,3,11411
4857,2133,1046,3005,3,47314
4858,2236,1040,3017,3,8760
4859,2055,1034,3047,6,33503
4860,2130,1069,3017,4,36304
4861,2255,1059,3023,3,49257
4862,2236,1027,3019,6,18073
4863,2129,1076,3019,8,37112
4864,2225,1093,3005,9,6751
4865,2257,1077,3040,2,32673
4866,2158,1089,3050,4,3971
4867,2198,1007,3048,9,13006
4868,2261,1085,3019,5,36023
4869,2216,1013,3018,10,16375
4870,2284,1022,3033,2,42943
4871,2093,1020,3038,5,30254
4872,2001,1025,3021,10,9711
4873,2136,1042,3045,10,32707
4874,2182,1070,3027,5,44261
4875,2144,1010,3048,7,43015
4876,2100,1018,3024,4,39918
4877,2131,1090,3015,7,2126
4878,2249,1099,3018,4,13301
4879,2014,1034,3001,6,23486
4880,2231,1070,3041,3,37967
4881,2160,1032,3040,9,42879
4882,2061,1063,3040,2,46717
4883,2238,1031,3017,10,5014
4884,2290,1063,3048,2,21637
4885,2175,1055,3015,1,2561
4886,2265,1040,3025,8,14050
4887,2094,1093,3012,6,37396
4888,2198,1039,3025,10,17218
4889,2276,1003,3043,10,23774
4890,2060,1041,3032,8,8975
4891,2152,1027,3046,4,30942
4892,2210,1077,3033,7,22193
4893,2014,1003,3049,5,34936
4894,2041,1007,3005,2,44066
4895,2118,1093,3031,9,1208
4896,2085,1016,3011,1,8845
4897,2249,1041,3020,8,30230
4898,2167,1054,3031,3,49253
4899,2216,1093,3031,4,24616
4900,2215,1071,3035,4,47555
4901,2071,1027,3021,1,37417
4902,2270,1058,3004,9,28563
4903,2055,1097,3025,4,49810
4904,2133,1097,3015,8,29368
4905,2254,1042,3037,10,47684
4906,2148,1080,3033,9,18834
4907,2106,1031,3010,4,45462
4908,2072,1062,3029,8,14159
4909,2147,1048,3048,7,40461
4910,2226,1076,3041,7,3802
4911,2040,1061,3044,3,18477
4912,2157,1033,3046,7,23109
4913,2128,1027,3011,1,43292
4914,2158,1095,3022,8,19649
4915,2203,1087,3046,6,18795
4916,2190,1090,3019,8,22112
4917,2267,1082,3036,4,19146
4918,2114,1002,3011,10,35516
4919,2046,1060,3048,9,5395
4920,2144,1004,3050,8,22500
4921,2079,1087,3044,4,45025
4922,2115,1092,3020,7,34429
4923,2007,1091,3021,2,14230
4924,2103,1061,3027,7,47780
4925,2163,1027,3023,4,7792
4926,2178,1029,3018,7,16865
4927,2195,1007,3044,4,40446
4928,2042,1058,3010,5,4001
4929,2008,1016,3048,8,48138
4930,2284,1080,3036,6,34622
4931,2098,1077,3011,10,13292
4932,2188,1072,3007,2,37320
4933,2020,1091,3020,3,9449
4934,2087,1085,3041,4,19549
4935,2047,1093,3026,1,21129
4936,2293,1047,3041,5,8675
4937,2257,1058,3025,1,23610
4938,2180,1079,3042,4,23438
4939,2032,1053,3010,1,17229
4940,2075,1038,3050,6,19196
4941,2092,1046,3004,2,4177
4942,2101,1005,3018,6,26173
4943,2042,1034,3024,8,4344
4944,2050,1089,3039,2,47769
4945,2274,1085,3009,3,38245
4946,2265,1073,3026,6,25265
4947,2028,1026,3032,8,41166
4948,2247,1009,3036,1,33503
4949,2264,1043,3045,7,47235
4950,2285,1010,3033,1,26281
4951,2194,1032,3042,1,32611
4952,2232,1030,3041,4,47683
4953,2221,1060,3009,6,31143
4954,2108,1075,3014,4,22968
4955,2042,1088,3016,5,3536
4956,2279,1016,3046,5,37788
4957,2277,1092,3032,7,47289
4958,2098,1063,3028,1,37426
4959,2286,1041,3044,1,13658
4960,2211,1079,3031,10,4636
4961,2085,1069,3025,9,27253
4962,2092,1096,3007,8,16448
4963,2294,1015,3020,10,33283
4964,2230,1015,3017,4,8314
4965,2246,1039,3013,2,8844
4966,2122,1030,3003,10,49930
4967,2124,1003,3010,8,25782
4968,2034,1022,3025,4,22742
4969,2009,1096,3011,8,38306
4970,2051,1063,3046,5,33827
4971,2141,1030,3003,5,32933
4972,2063,1001,3044,9,24708
4973,2139,1030,3018,2,15969
4974,2200,1053,3010,3,28323
4975,2086,1018,3038,4,38420
4976,2021,1012,3049,5,1863
4977,2016,1062,3028,7,49801
4978,2094,1006,3024,3,35776
4979,2055,1099,3036,3,8782
4980,2217,1015,3040,1,14863
4981,2173,1038,3016,2,26912
4982,2174,1010,3004,8,29120
4983,2171,1005,3022,10,25824
4984,2255,1013,3047,8,45269
4985,2204,1031,3011,8,16013
4986,2286,1036,3023,10,19745
4987,2226,1013,3025,4,25027
4988,2263,1061,3013,1,49850
4989,2037,1085,3041,3,28532
4990,2072,1030,3049,4,14159
4991,2274,1041,3017,5,18822
4992,2206,1013,3022,8,30182
4993,2016,1073,3026,2,23599
4994,2131,1097,3027,1,2699
4995,2116,1088,3003,1,4045
4996,2060,1097,3022,1,10427
4997,2028,1041,3015,10,24090
4998,2238,1062,3032,8,29229
4999,2134,1060,3005,9,48370
5000,2091,1093,3036,8,6914
